bedrooms,bathrooms,toilets,parking_space,title,town,state,price
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Ojodu,Lagos,90000000.0
3.0,4.0,4.0,2.0,Terraced Duplexes,Ajah,Lagos,35000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,250000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,145000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,330000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Ikoyi,Lagos,265000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ojodu,Lagos,110000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,390000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,300000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,300000000.0
5.0,5.0,7.0,8.0,Detached Duplex,Lekki,Lagos,400000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Ajah,Lagos,135000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,45000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
3.0,3.0,4.0,3.0,Detached Bungalow,Ibeju Lekki,Lagos,15000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,370000000.0
3.0,3.0,4.0,4.0,Semi Detached Bungalow,Ajah,Lagos,16000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,65000000.0
2.0,2.0,3.0,2.0,Semi Detached Bungalow,Ibeju Lekki,Lagos,12000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Magodo,Lagos,220000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,3.0,4.0,4.0,Detached Bungalow,Alimosho,Lagos,27000000.0
4.0,5.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,47000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,750000000.0
1.0,5.0,5.0,4.0,Detached Bungalow,Ketu,Lagos,8000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Ibeju Lekki,Lagos,49000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Ajah,Lagos,76000000.0
5.0,7.0,8.0,1.0,Detached Duplex,Ikoyi,Lagos,1100000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Magodo,Lagos,80000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,50000000.0
4.0,4.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
7.0,7.0,8.0,1.0,Detached Duplex,Ikoyi,Lagos,750000000.0
5.0,7.0,8.0,4.0,Detached Duplex,Ikoyi,Lagos,600000000.0
3.0,3.0,3.0,4.0,Terraced Duplexes,Ajah,Lagos,40000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ikeja,Lagos,110000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,230000000.0
5.0,6.0,7.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,450000000.0
5.0,5.0,6.0,6.0,Semi Detached Duplex,Lekki,Lagos,220000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Isheri North,Lagos,50000000.0
5.0,5.0,4.0,4.0,Detached Duplex,Lekki,Lagos,180000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,120000000.0
8.0,8.0,8.0,4.0,Detached Bungalow,Agege,Lagos,25000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,160000000.0
5.0,5.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,65000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,3.0,3.0,3.0,Terraced Duplexes,Ajah,Lagos,50000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,170000000.0
6.0,6.0,8.0,1.0,Detached Duplex,Ikoyi,Lagos,1300000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,129000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,145000000.0
3.0,5.0,4.0,4.0,Detached Bungalow,Ibeju Lekki,Lagos,40000000.0
4.0,5.0,5.0,4.0,Block of Flats,Ipaja,Lagos,48000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,135000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,90000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,350000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikoyi,Lagos,650000000.0
5.0,6.0,6.0,7.0,Detached Duplex,Ikeja,Lagos,260000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,130000000.0
5.0,5.0,6.0,7.0,Semi Detached Duplex,Ajah,Lagos,37000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,125000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,4.0,2.0,Semi Detached Duplex,Ajah,Lagos,65000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,67000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,330000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,190000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,235000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Ikoyi,Lagos,150000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,65000000.0
4.0,4.0,5.0,5.0,Detached Duplex,Ajah,Lagos,60000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,280000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,260000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Isheri North,Lagos,50000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Ajah,Lagos,50000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Ajah,Lagos,56000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Magodo,Lagos,70000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Ikeja,Lagos,205000000.0
3.0,5.0,5.0,4.0,Detached Bungalow,Yaba,Lagos,40000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Magodo,Lagos,18000000.0
7.0,5.0,5.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,1300000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,58000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Ikeja,Lagos,70000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikoyi,Lagos,600000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,110000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,70000000.0
6.0,6.0,7.0,1.0,Detached Duplex,Ikoyi,Lagos,1300000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,85000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,300000000.0
9.0,9.0,9.0,4.0,Block of Flats,Surulere,Lagos,105000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,660000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,100000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,300000000.0
3.0,5.0,4.0,2.0,Terraced Duplexes,Ajah,Lagos,36000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
7.0,6.0,6.0,8.0,Detached Duplex,Ajah,Lagos,100000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0
4.0,5.0,5.0,4.0,Detached Bungalow,Ajah,Lagos,75000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
6.0,6.0,7.0,8.0,Detached Duplex,Isheri North,Lagos,135000000.0
3.0,2.0,2.0,7.0,Block of Flats,Alimosho,Lagos,75000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0
3.0,3.0,4.0,3.0,Detached Bungalow,Ifako-Ijaiye,Lagos,12500000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,61000000.0
4.0,5.0,6.0,6.0,Detached Duplex,Ajah,Lagos,64000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,290000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,82000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Ikoyi,Lagos,1300000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,60000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Isheri North,Lagos,77000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,160000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Ojodu,Lagos,75000000.0
4.0,6.0,6.0,6.0,Detached Bungalow,Ikorodu,Lagos,14000000.0
5.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,55000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,190000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,160000000.0
3.0,3.0,4.0,7.0,Detached Duplex,Ikeja,Lagos,130000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,75000000.0
2.0,2.0,3.0,3.0,Block of Flats,Lekki,Lagos,25500000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,170000000.0
4.0,4.0,5.0,8.0,Semi Detached Duplex,Ajah,Lagos,48000000.0
3.0,3.0,4.0,2.0,Terraced Duplexes,Lekki,Lagos,45000000.0
4.0,4.0,5.0,6.0,Terraced Duplexes,Lekki,Lagos,65000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,700000000.0
1.0,5.0,2.0,2.0,Terraced Duplexes,Lekki,Lagos,35000000.0
6.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,230000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0
3.0,4.0,4.0,3.0,Detached Bungalow,Ajah,Lagos,20000000.0
3.0,2.0,2.0,4.0,Block of Flats,Surulere,Lagos,200000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,6.0,6.0,3.0,Detached Duplex,Lekki,Lagos,45000000.0
1.0,5.0,2.0,4.0,Detached Duplex,Ajah,Lagos,35000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,78000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Magodo,Lagos,180000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,55000000.0
3.0,3.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,32500000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikeja,Lagos,85000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikoyi,Lagos,1000000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,55000000.0
4.0,4.0,5.0,7.0,Detached Duplex,Ajah,Lagos,65000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,135000000.0
3.0,3.0,5.0,2.0,Detached Bungalow,Ajah,Lagos,27000000.0
3.0,3.0,3.0,4.0,Terraced Duplexes,Lekki,Lagos,28000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,53000000.0
5.0,5.0,6.0,7.0,Detached Duplex,Lekki,Lagos,135000000.0
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,48000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,50000000.0
5.0,6.0,6.0,9.0,Detached Duplex,Ikoyi,Lagos,250000000.0
2.0,2.0,3.0,4.0,Block of Flats,Eko Atlantic City,Lagos,710000.0
5.0,5.0,6.0,1.0,Detached Duplex,Magodo,Lagos,130000000.0
7.0,7.0,8.0,3.0,Detached Duplex,Alimosho,Lagos,150000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,180000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,95000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
3.0,3.0,4.0,1.0,Detached Bungalow,Ibeju Lekki,Lagos,25000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
4.0,4.0,4.0,4.0,Block of Flats,Ikeja,Lagos,55000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,165000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,300000000.0
3.0,3.0,4.0,2.0,Semi Detached Bungalow,Ajah,Lagos,14000000.0
4.0,5.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,70000000.0
2.0,3.0,2.0,4.0,Terraced Duplexes,Lekki,Lagos,44000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Ikoyi,Lagos,600000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Isolo,Lagos,400000000.0
4.0,4.0,5.0,1.0,Detached Duplex,Ikoyi,Lagos,550000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,56000000.0
3.0,3.0,4.0,3.0,Terraced Duplexes,Ajah,Lagos,16000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,230000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,70000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,69000000.0
3.0,4.0,4.0,8.0,Detached Bungalow,Ibeju Lekki,Lagos,21000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,135000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,165000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
7.0,7.0,8.0,3.0,Detached Duplex,Lekki,Lagos,210000000.0
3.0,3.0,4.0,3.0,Terraced Duplexes,Ibeju Lekki,Lagos,18000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,50000000.0
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,75000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,180000000.0
4.0,5.0,5.0,5.0,Detached Duplex,Lekki,Lagos,70000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikoyi,Lagos,500000000.0
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,76000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,180000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,230000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,190000000.0
3.0,4.0,4.0,3.0,Terraced Duplexes,Ajah,Lagos,65000000.0
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,80000000.0
3.0,3.0,4.0,3.0,Detached Bungalow,Ajah,Lagos,15000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,280000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,60000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,220000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,70000000.0
1.0,5.0,5.0,4.0,Block of Flats,Lekki,Lagos,10000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,135000000.0
4.0,4.0,4.0,3.0,Terraced Duplexes,Lekki,Lagos,160000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,160000000.0
4.0,4.0,5.0,5.0,Detached Bungalow,Magodo,Lagos,27000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Ikeja,Lagos,140000000.0
4.0,4.0,5.0,4.0,Detached Bungalow,Ajah,Lagos,65000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,60000000.0
4.0,7.0,6.0,3.0,Terraced Duplexes,Lekki,Lagos,65000000.0
3.0,4.0,5.0,2.0,Terraced Duplexes,Ajah,Lagos,40000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikoyi,Lagos,550000000.0
3.0,3.0,4.0,4.0,Detached Duplex,Ajah,Lagos,45000000.0
5.0,5.0,5.0,6.0,Detached Duplex,Ikoyi,Lagos,1400000000.0
3.0,4.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,35000000.0
3.0,3.0,4.0,4.0,Detached Duplex,Ajah,Lagos,32265000.0
3.0,3.0,4.0,4.0,Terraced Duplexes,Ajah,Lagos,40000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0
4.0,5.0,5.0,2.0,Terraced Duplexes,Ikeja,Lagos,150000000.0
6.0,8.0,1.0,4.0,Detached Duplex,Isheri North,Lagos,155000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,120000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,300000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikoyi,Lagos,350000000.0
5.0,5.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,350000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Magodo,Lagos,170000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,260000000.0
4.0,5.0,6.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,150000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Lekki,Lagos,275000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,450000000.0
6.0,6.0,7.0,4.0,Detached Duplex,Ikeja,Lagos,100000000.0
5.0,6.0,6.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,650000000.0
6.0,7.0,7.0,1.0,Detached Duplex,Victoria Island (VI),Lagos,420000000.0
4.0,4.0,5.0,4.0,Detached Bungalow,Lekki,Lagos,55000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,230000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ikeja,Lagos,1000000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,70000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,235000000.0
3.0,4.0,5.0,4.0,Detached Bungalow,Ibeju Lekki,Lagos,20000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
1.0,5.0,2.0,4.0,Block of Flats,Lekki,Lagos,28000000.0
4.0,4.0,4.0,2.0,Terraced Duplexes,Ikoyi,Lagos,300000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,130000000.0
3.0,2.0,3.0,5.0,Detached Bungalow,Ojodu,Lagos,10500000.0
3.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0
4.0,4.0,4.0,4.0,Detached Duplex,Magodo,Lagos,45000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Ikoyi,Lagos,270000000.0
5.0,7.0,7.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0
6.0,6.0,7.0,7.0,Detached Duplex,Ikoyi,Lagos,1400000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,47000000.0
2.0,2.0,2.0,2.0,Block of Flats,Ajah,Lagos,125000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,200000000.0
3.0,4.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,36000000.0
6.0,6.0,6.0,6.0,Detached Duplex,Ajah,Lagos,85000000.0
4.0,5.0,4.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
3.0,3.0,4.0,4.0,Block of Flats,Lekki,Lagos,45000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,65000000.0
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,220000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,135000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,7.0,5.0,4.0,Detached Duplex,Ajah,Lagos,85000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,315000000.0
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,165000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Ikoyi,Lagos,1100000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,400000000.0
5.0,6.0,6.0,6.0,Detached Duplex,Ikorodu,Lagos,45000000.0
1.0,5.0,2.0,4.0,Detached Bungalow,Ikeja,Lagos,55000000.0
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,89000000.0
3.0,2.0,2.0,4.0,Block of Flats,Ilupeju,Lagos,260000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0
3.0,3.0,4.0,2.0,Semi Detached Duplex,Lekki,Lagos,45000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,375000000.0
4.0,5.0,5.0,3.0,Semi Detached Duplex,Victoria Island (VI),Lagos,130000000.0
5.0,5.0,6.0,3.0,Detached Duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,168000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,245000000.0
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,58000000.0
3.0,3.0,4.0,4.0,Block of Flats,Agege,Lagos,37000000.0
5.0,5.0,6.0,5.0,Detached Duplex,Magodo,Lagos,230000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,48000000.0
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,55000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,75000000.0
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,110000000.0
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,57000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,300000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,60000000.0
3.0,3.0,4.0,2.0,Block of Flats,Lekki,Lagos,32000000.0
5.0,5.0,6.0,4.0,Semi Detached Duplex,Lekki,Lagos,285000000.0
4.0,4.0,5.0,3.0,Semi Detached Duplex,Magodo,Lagos,55000000.0
4.0,3.0,4.0,4.0,Semi Detached Bungalow,Lekki,Lagos,58000000.0
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Lekki,Lagos,130000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,280000000.0
4.0,4.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,250000000.0
2.0,2.0,3.0,3.0,Terraced Duplexes,Ajah,Lagos,53000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,140000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,62000000.0
5.0,5.0,6.0,1.0,Detached Duplex,Lekki,Lagos,160000000.0
5.0,6.0,6.0,5.0,Detached Duplex,Apapa,Lagos,380000000.0
5.0,7.0,8.0,5.0,Detached Duplex,Lekki,Lagos,270000000.0
3.0,3.0,3.0,3.0,Semi Detached Bungalow,Ajah,Lagos,19000000.0
7.0,7.0,8.0,4.0,Detached Duplex,Lekki,Lagos,400000000.0
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,260000000.0
3.0,9.0,9.0,9.0,Detached Duplex,Ikorodu,Lagos,45000000.0
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,122000000.0
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,57000000.0
6.0,6.0,7.0,6.0,Detached Duplex,Ikoyi,Lagos,1300000000.0
2.0,2.0,3.0,4.0,Block of Flats,Lekki,Lagos,45000000.0
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,55000000.0
